data,Football,Casual,Fishing
2013-12-31,1,0,0
2014-12-31,1,0,2
2015-12-31,270,273,267
2016-12-31,363,363,366
2017-12-31,364,364,365
2018-12-31,362,362,365
2019-12-31,363,344,363
2020-12-31,360,361,366
2021-12-31,358,355,365
2022-12-31,362,332,365
2023-12-31,132,123,132
